2015-04-01 00-00-00;;1801003;2000;1920.0;1777.0
2015-04-01 00-00-00;;1801003;2050;-1260.0;-1188.0
2015-04-01 00-00-00;;1801003;2090;660.0;589.0
2015-04-01 00-00-00;;1801003;2095;;
2015-04-01 00-00-00;;1801003;2120;;
2015-04-01 00-00-00;;1801003;2130;-122.7;-119.8
2015-04-01 00-00-00;;1801003;2150;-530.4;-465.0
2015-04-01 00-00-00;;1801003;2180;-2.4;-1.6
2015-04-01 00-00-00;;1801003;2190;4.5;2.6
2015-04-01 00-00-00;;1801003;2195;;
2015-04-01 00-00-00;;1801003;2200;;
2015-04-01 00-00-00;;1801003;2220;;
2015-04-01 00-00-00;;1801003;2240;;
2015-04-01 00-00-00;;1801003;2241;;
2015-04-01 00-00-00;;1801003;2250;;
2015-04-01 00-00-00;;1801003;2255;;
2015-04-01 00-00-00;;1801003;2270;;
2015-04-01 00-00-00;;1801003;2290;4.5;2.6
2015-04-01 00-00-00;;1801003;2295;;
2015-04-01 00-00-00;;1801003;2300;-0.8;-0.4
2015-04-01 00-00-00;;1801003;2305;;
2015-04-01 00-00-00;;1801003;2350;3.7;2.2
2015-04-01 00-00-00;;1801003;2355;;
2015-04-01 00-00-00;;1801003;2400;;
2015-04-01 00-00-00;;1801003;2405;;
2015-04-01 00-00-00;;1801003;2410;;
2015-04-01 00-00-00;;1801003;2415;;
2015-04-01 00-00-00;;1801003;2445;;
2015-04-01 00-00-00;;1801003;2450;;
2015-04-01 00-00-00;;1801003;2455;;
2015-04-01 00-00-00;;1801003;2460;;
2015-04-01 00-00-00;;1801003;2465;3.7;2.2
2015-04-01 00-00-00;;1801003;2500;1297.4;1225.2
2015-04-01 00-00-00;;1801003;2505;466.0;413.0
2015-04-01 00-00-00;;1801003;2510;148.0;133.0
2015-04-01 00-00-00;;1801003;2515;1.7;1.6
2015-04-01 00-00-00;;1801003;2520;2.4;1.6
2015-04-01 00-00-00;;1801003;2550;1915.5;1774.4
2015-04-01 00-00-00;;1801003;2600;;
2015-04-01 00-00-00;;1801003;2605;;
2015-04-01 00-00-00;;1801003;2610;;
2015-04-01 00-00-00;;1801003;2615;;
2015-04-01 00-00-00;;1801003;2650;;
