2014-07-01 00-00-00;;1801003;2000;11366.4;13946.9
2014-07-01 00-00-00;;1801003;2050;-10481.8;-12741.4
2014-07-01 00-00-00;;1801003;2090;884.6;1205.5
2014-07-01 00-00-00;;1801003;2095;;
2014-07-01 00-00-00;;1801003;2120;645.1;180.7
2014-07-01 00-00-00;;1801003;2130;-1083.6;-1051.0
2014-07-01 00-00-00;;1801003;2150;;
2014-07-01 00-00-00;;1801003;2180;-440.4;-331.5
2014-07-01 00-00-00;;1801003;2190;5.7;3.7
2014-07-01 00-00-00;;1801003;2195;;
2014-07-01 00-00-00;;1801003;2200;;
2014-07-01 00-00-00;;1801003;2220;;
2014-07-01 00-00-00;;1801003;2240;528.5;535.8
2014-07-01 00-00-00;;1801003;2241;;
2014-07-01 00-00-00;;1801003;2250;;
2014-07-01 00-00-00;;1801003;2255;;
2014-07-01 00-00-00;;1801003;2270;-528.7;-535.8
2014-07-01 00-00-00;;1801003;2290;5.5;3.7
2014-07-01 00-00-00;;1801003;2295;;
2014-07-01 00-00-00;;1801003;2300;-1.0;-0.7
2014-07-01 00-00-00;;1801003;2305;;
2014-07-01 00-00-00;;1801003;2350;4.5;3.0
2014-07-01 00-00-00;;1801003;2355;;
2014-07-01 00-00-00;;1801003;2400;;
2014-07-01 00-00-00;;1801003;2405;;
2014-07-01 00-00-00;;1801003;2410;;
2014-07-01 00-00-00;;1801003;2415;;
2014-07-01 00-00-00;;1801003;2445;;
2014-07-01 00-00-00;;1801003;2450;;
2014-07-01 00-00-00;;1801003;2455;;
2014-07-01 00-00-00;;1801003;2460;;
2014-07-01 00-00-00;;1801003;2465;4.5;3.0
2014-07-01 00-00-00;;1801003;2500;4259.9;2589.3
2014-07-01 00-00-00;;1801003;2505;4963.8;5125.3
2014-07-01 00-00-00;;1801003;2510;1868.1;1917.1
2014-07-01 00-00-00;;1801003;2515;78.9;3406.3
2014-07-01 00-00-00;;1801003;2520;835.1;1085.9
2014-07-01 00-00-00;;1801003;2550;12005.8;14123.9
2014-07-01 00-00-00;;1801003;2600;;
2014-07-01 00-00-00;;1801003;2605;;
2014-07-01 00-00-00;;1801003;2610;;
2014-07-01 00-00-00;;1801003;2615;;
2014-07-01 00-00-00;;1801003;2650;;
