2015-01-01 00-00-00;;1801003;2000;22803.2;28984.0
2015-01-01 00-00-00;;1801003;2050;-20720.5;-26582.2
2015-01-01 00-00-00;;1801003;2090;2082.7;2401.8
2015-01-01 00-00-00;;1801003;2095;;
2015-01-01 00-00-00;;1801003;2120;879.7;398.1
2015-01-01 00-00-00;;1801003;2130;-2147.1;-2084.2
2015-01-01 00-00-00;;1801003;2150;;
2015-01-01 00-00-00;;1801003;2180;-810.6;-711.7
2015-01-01 00-00-00;;1801003;2190;4.7;4.0
2015-01-01 00-00-00;;1801003;2195;;
2015-01-01 00-00-00;;1801003;2200;;
2015-01-01 00-00-00;;1801003;2220;;
2015-01-01 00-00-00;;1801003;2240;1052.2;1072.9
2015-01-01 00-00-00;;1801003;2241;;
2015-01-01 00-00-00;;1801003;2250;;
2015-01-01 00-00-00;;1801003;2255;;
2015-01-01 00-00-00;;1801003;2270;-1052.4;-1072.9
2015-01-01 00-00-00;;1801003;2290;4.5;4.0
2015-01-01 00-00-00;;1801003;2295;;
2015-01-01 00-00-00;;1801003;2300;-0.8;-0.8
2015-01-01 00-00-00;;1801003;2305;;
2015-01-01 00-00-00;;1801003;2350;3.7;3.2
2015-01-01 00-00-00;;1801003;2355;;
2015-01-01 00-00-00;;1801003;2400;;
2015-01-01 00-00-00;;1801003;2405;;
2015-01-01 00-00-00;;1801003;2410;;
2015-01-01 00-00-00;;1801003;2415;;
2015-01-01 00-00-00;;1801003;2445;;
2015-01-01 00-00-00;;1801003;2450;;
2015-01-01 00-00-00;;1801003;2455;;
2015-01-01 00-00-00;;1801003;2460;;
2015-01-01 00-00-00;;1801003;2465;3.7;3.2
2015-01-01 00-00-00;;1801003;2500;8090.2;6690.7
2015-01-01 00-00-00;;1801003;2505;9937.1;9943.4
2015-01-01 00-00-00;;1801003;2510;3792.8;3749.9
2015-01-01 00-00-00;;1801003;2515;154.2;6736.7
2015-01-01 00-00-00;;1801003;2520;1703.9;2257.4
2015-01-01 00-00-00;;1801003;2550;23678.2;29378.1
2015-01-01 00-00-00;;1801003;2600;;
2015-01-01 00-00-00;;1801003;2605;;
2015-01-01 00-00-00;;1801003;2610;;
2015-01-01 00-00-00;;1801003;2615;;
2015-01-01 00-00-00;;1801003;2650;;
