2015-01-01 00-00-00;;1801003;2000;275946.0;89807.0
2015-01-01 00-00-00;;1801003;2050;-255065.0;-75807.0
2015-01-01 00-00-00;;1801003;2090;20881.0;14000.0
2015-01-01 00-00-00;;1801003;2095;;
2015-01-01 00-00-00;;1801003;2120;16130.0;13968.0
2015-01-01 00-00-00;;1801003;2130;-5673.0;-4760.0
2015-01-01 00-00-00;;1801003;2150;-1968.0;-1509.0
2015-01-01 00-00-00;;1801003;2180;-25710.0;-20323.0
2015-01-01 00-00-00;;1801003;2190;3660.0;1376.0
2015-01-01 00-00-00;;1801003;2195;;
2015-01-01 00-00-00;;1801003;2200;;
2015-01-01 00-00-00;;1801003;2220;499.0;116.0
2015-01-01 00-00-00;;1801003;2240;48654.0;36491.0
2015-01-01 00-00-00;;1801003;2241;;
2015-01-01 00-00-00;;1801003;2250;;
2015-01-01 00-00-00;;1801003;2255;;
2015-01-01 00-00-00;;1801003;2270;-48654.0;-36377.0
2015-01-01 00-00-00;;1801003;2290;4159.0;1606.0
2015-01-01 00-00-00;;1801003;2295;;
2015-01-01 00-00-00;;1801003;2300;-1817.0;-1162.0
2015-01-01 00-00-00;;1801003;2305;;
2015-01-01 00-00-00;;1801003;2350;2342.0;444.0
2015-01-01 00-00-00;;1801003;2355;;
2015-01-01 00-00-00;;1801003;2400;;
2015-01-01 00-00-00;;1801003;2405;;
2015-01-01 00-00-00;;1801003;2410;;
2015-01-01 00-00-00;;1801003;2415;;
2015-01-01 00-00-00;;1801003;2445;;
2015-01-01 00-00-00;;1801003;2450;;
2015-01-01 00-00-00;;1801003;2455;;
2015-01-01 00-00-00;;1801003;2460;;
2015-01-01 00-00-00;;1801003;2465;2342.0;444.0
2015-01-01 00-00-00;;1801003;2500;575.0;683.0
2015-01-01 00-00-00;;1801003;2505;11906.0;9689.0
2015-01-01 00-00-00;;1801003;2510;4360.0;3559.0
2015-01-01 00-00-00;;1801003;2515;16447.0;14353.0
2015-01-01 00-00-00;;1801003;2520;255128.0;74115.0
2015-01-01 00-00-00;;1801003;2550;288416.0;102399.0
2015-01-01 00-00-00;;1801003;2600;;
2015-01-01 00-00-00;;1801003;2605;;
2015-01-01 00-00-00;;1801003;2610;;
2015-01-01 00-00-00;;1801003;2615;;
2015-01-01 00-00-00;;1801003;2650;;
