2016-07-01 00-00-00;;1801003;2000;12939.6;10302.9
2016-07-01 00-00-00;;1801003;2050;-12177.9;-9955.4
2016-07-01 00-00-00;;1801003;2090;761.7;347.5
2016-07-01 00-00-00;;1801003;2095;;
2016-07-01 00-00-00;;1801003;2120;109.5;94.9
2016-07-01 00-00-00;;1801003;2130;-1086.7;-874.0
2016-07-01 00-00-00;;1801003;2150;;
2016-07-01 00-00-00;;1801003;2180;-109.5;
2016-07-01 00-00-00;;1801003;2190;;
2016-07-01 00-00-00;;1801003;2195;-325.0;-431.6
2016-07-01 00-00-00;;1801003;2200;;
2016-07-01 00-00-00;;1801003;2220;;
2016-07-01 00-00-00;;1801003;2240;325.0;431.6
2016-07-01 00-00-00;;1801003;2241;;31.6
2016-07-01 00-00-00;;1801003;2250;;
2016-07-01 00-00-00;;1801003;2255;;
2016-07-01 00-00-00;;1801003;2270;;
2016-07-01 00-00-00;;1801003;2290;;
2016-07-01 00-00-00;;1801003;2295;;
2016-07-01 00-00-00;;1801003;2300;;
2016-07-01 00-00-00;;1801003;2305;;
2016-07-01 00-00-00;;1801003;2350;;
2016-07-01 00-00-00;;1801003;2355;;
2016-07-01 00-00-00;;1801003;2400;;
2016-07-01 00-00-00;;1801003;2405;;
2016-07-01 00-00-00;;1801003;2410;;
2016-07-01 00-00-00;;1801003;2415;;
2016-07-01 00-00-00;;1801003;2445;;
2016-07-01 00-00-00;;1801003;2450;;
2016-07-01 00-00-00;;1801003;2455;;
2016-07-01 00-00-00;;1801003;2460;;
2016-07-01 00-00-00;;1801003;2465;;
2016-07-01 00-00-00;;1801003;2500;241.1;250.1
2016-07-01 00-00-00;;1801003;2505;9386.5;6934.1
2016-07-01 00-00-00;;1801003;2510;2059.0;2536.1
2016-07-01 00-00-00;;1801003;2515;325.0;400.0
2016-07-01 00-00-00;;1801003;2520;1362.5;709.1
2016-07-01 00-00-00;;1801003;2550;13374.1;10829.4
2016-07-01 00-00-00;;1801003;2600;;
2016-07-01 00-00-00;;1801003;2605;;
2016-07-01 00-00-00;;1801003;2610;;
2016-07-01 00-00-00;;1801003;2615;;
2016-07-01 00-00-00;;1801003;2650;;
